pBrand,pModel,pTitle,pURL,price,rDate,rRating,rRatingLink,rText,rTitle,rTitleLink,rURL,rUser,rUserLink,siteCode
Milwaukee,"Model # 2890-20
Internet #206395174
Store SKU #902175",M18 Jobsite Radio,http://www.homedepot.com/p/Milwaukee-M18-Jobsite-Radio-2890-20/206395174,$119.00,"November 25, 2016"," 4.5
 out of
 5
",,"It was good radio for my work. I enjoy listening to music, it has a good sound volume. I would recommend this product to everyone.","It was good radio for my work. I enjoy listening to music, it has a good sound volume. I would re...",,,saadwolf,,HD
Milwaukee,"Model # 2890-20
Internet #206395174
Store SKU #902175",M18 Jobsite Radio,http://www.homedepot.com/p/Milwaukee-M18-Jobsite-Radio-2890-20/206395174,$119.00,"February 28, 2017"," 4.5
 out of
 5
",,It's cool,It's cool...,,,Anonymous,,HD
Milwaukee,"Model # 2890-20
Internet #206395174
Store SKU #902175",M18 Jobsite Radio,http://www.homedepot.com/p/Milwaukee-M18-Jobsite-Radio-2890-20/206395174,$119.00,"February 21, 2017"," 4.5
 out of
 5
",,The radio don't have good signal and top compartment the USB port seat at the bad place and same as phone jack and for all most 140 dollars no Bluetooth,The radio don't have good signal and top compartment the USB port seat at the bad place and same ...,,,Majid,,HD
Milwaukee,"Model # 2890-20
Internet #206395174
Store SKU #902175",M18 Jobsite Radio,http://www.homedepot.com/p/Milwaukee-M18-Jobsite-Radio-2890-20/206395174,$119.00,"February 15, 2017"," 4.5
 out of
 5
",,Works great. Really like it on the job.,Works great. Really like it on the job....,,,Kirk,,HD
Milwaukee,"Model # 2890-20
Internet #206395174
Store SKU #902175",M18 Jobsite Radio,http://www.homedepot.com/p/Milwaukee-M18-Jobsite-Radio-2890-20/206395174,$119.00,"February 14, 2017"," 4.5
 out of
 5
",,Compact and sound good,Compact and sound good...,,,Masterplumber,,HD
Milwaukee,"Model # 2890-20
Internet #206395174
Store SKU #902175",M18 Jobsite Radio,http://www.homedepot.com/p/Milwaukee-M18-Jobsite-Radio-2890-20/206395174,$119.00,"February 11, 2017"," 4.5
 out of
 5
",,Great sound; easy to use. Meets all my expectations.,Great sound; easy to use. Meets all my expectations.,,,KJ,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"November 8, 2016"," 3.8
 out of
 5
",,"I've had my dewalt radio for 16 years, and it finally died, switched to the new 20v to match my newer batterys. I like the more compact size of this one, and the fact that it still charges batterys is key. Yes the sound could be a little better, looked at the newer flat one that fits in the dewalt rack and it was just too awkward, Lid was hard to open, It probably has a little better sound, but I just like the shape and toughness on this style. Change is cord wraps on the side instead of bottom, I'm on the fence on that. But the preset stations are really nice as I do switch between different stations. so far I have not had an issue with reception.","I've had my dewalt radio for 16 years, and it finally died, switched to the new 20v to match my n...",,,Cyndell,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"March 1, 2017"," 3.8
 out of
 5
",,This was great for my husband!!! He loves it!!!!!,This was great for my husband!!! He loves it!!!!!,,,TAHfree,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"January 16, 2017"," 3.8
 out of
 5
",,"The antenna needs to be longer in order to pick up better channel reception and I would recommend a cd player in order to play music cds on this radio. Other than that there is no other issue with this product. The sound is good the receptacle is good for plugging in saws, drills and other tools, and the battery charger has worked like a charm.",The antenna needs to be longer in order to pick up better channel reception and I would recommend...,,,Crazyhorse,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"January 17, 2017"," 3.8
 out of
 5
",,My husband purchase this to use at our camp site. He love its works great............,My husband purchase this to use at our camp site. He love its works great............,,,Maria,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"January 3, 2017"," 3.8
 out of
 5
",,"This Radio was a perfect gift for my son in law. He is a wonderful man, not trying to get him a gag gift. He takes it to work with him and says his co workers all love it to. You can't go wrong with DeWalt.","This Radio was a perfect gift for my son in law. He is a wonderful man, not trying to get him a ...",,,grannie,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"October 2, 2016"," 3.8
 out of
 5
",,Very poor reception and after only a month charger stopped working and doesn't work with battery pack any more . Probably the worst radio money can buy.,Worst buy,,,AlainD,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"January 3, 2017"," 3.8
 out of
 5
",,"Great radio. It works great in all metal shop, when placed in window. Recommend this product. Awesome help from Home Depot.",A+++++,,,Carla82,,HD
DEWALT,"Model # DCR015
Internet #204210754
Store SKU #1000026084
Store SO SKU #1000406145",12-Volt/20-Volt Max Charger and Radio,http://www.homedepot.com/p/DEWALT-12-Volt-20-Volt-Max-Charger-and-Radio-DCR015/204210754,$179.00,"January 3, 2017"," 3.8
 out of
 5
",,I gave it as a gift as far as I know the person who received it is happy with it.,Dewalt Radio,,,Thewife,,HD
#N/A,B00007KDX6,"Panasonic RF-2400 AM / FM Radio, Silver",https://www.amazon.com/Panasonic-RF-2400-AM-Radio-Silver/dp/B00007KDX6/ref=sr_1_3?ie=UTF8&qid=1488801336&sr=8-3&keywords=Radio,$31.99,,,,,,,,,,
